adult,backdrop_path,created_by,episode_run_time,first_air_date,genres,homepage,id,in_production,languages,last_air_date,last_episode_to_air,name,next_episode_to_air,networks,number_of_episodes,number_of_seasons,origin_country,original_language,original_name,overview,popularity,poster_path,production_companies,production_countries,seasons,spoken_languages,status,tagline,type,vote_average,vote_count
FALSE,/u4QfyQ3pgZR7gofRMEGB2rHLeSK.jpg,[],[60],1977-04-20,"[{'id': 35, 'name': 'Comedy'}]",,26462,FALSE,['en'],1977-06-29,"{'id': 3296102, 'name': 'Episode 4', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '1977-06-29', 'episode_number': 4, 'episode_type': 'finale', 'production_code': '', 'runtime': 60, 'season_number': 1, 'show_id': 26462, 'still_path': None}",Dawson And Friends,,"[{'id': 9, 'logo_path': '/oz9pjTHnBUmlju8OkaTymhKbh6C.png', 'name': 'ITV1', 'origin_country': 'GB'}]",4,1,['GB'],en,Dawson And Friends,"Series of 4 hour-long comedy specials with a variety of sketches, songs and stand-up routines.",0.385,/rhtcidX1WnAuMfDogaYIRu9qqi3.jpg,"[{'id': 12476, 'logo_path': '/A8X93JHJONB6YXYYRmYWKajp9lg.png', 'name': 'Yorkshire Television', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","[{'air_date': '1977-04-20', 'episode_count': 4, 'id': 216500, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Ended,,Scripted,0,0
FALSE,,[],[30],2010-09-05,[],http://www.mystyle.com/mystyle/shows/melb/index.jsp,33999,FALSE,['en'],2010-11-07,"{'id': 780480, 'name': ""Mel's Big Show"", 'overview': 'Mel is asked to guest perform at a Jay Sean show but she only has 5 days to pull everything together. Mel is unsure if she can still handle a budding solo career and motherhood, which comes to a boil when she misses her period and fears that she might be pregnant again. At the end of the episode she learns from Stephen that he is ready to have a child with Mel, but she is not so sure if she wants to have another child because of her priorities. Mel performs ""Lip Lock"", which featured Ludacris\' guest rap vocals.', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2010-11-07', 'episode_number': 10, 'episode_type': 'finale', 'production_code': '', 'runtime': 30, 'season_number': 1, 'show_id': 33999, 'still_path': None}",Mel B: It's a Scary World,,"[{'id': 532, 'logo_path': '/czsUqezqDyLlRnI3dUwytoOApp5.png', 'name': 'Esquire Network', 'origin_country': 'US'}]",10,1,['US'],en,Mel B: It's a Scary World,"Mel B: It's a Scary World is an American reality television series that debuted on Style Network on September 5, 2010. The show's title is a play on Melanie Brown's nicknames from her days when she was part of the Spice Girls, Mel B and ""Scary Spice"", the latter because of her hair style.",0.415,/ejQhiYBdjPURIle7L1dhM4cCRoq.jpg,[],[],"[{'air_date': '2010-09-05', 'episode_count': 10, 'id': 44800, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Ended,,Scripted,0,0
FALSE,/8Ux7lqMe6n25rDG3Xuu6mdrJfue.jpg,[],[],2024-05-09,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",https://shahid.mbc.net/ar/series/%D9%81%D8%B1%D8%B3%D8%A7%D9%86-%D9%82%D8%B1%D9%8A%D8%AD-%D8%A7%D9%84%D9%85%D9%88%D8%B3%D9%85-1/season-1016785-1016790,252232,TRUE,['ar'],2024-06-06,"{'id': 5327562, 'name': 'On Everyone’s Lips', 'overview': ""SEASON FINALE: In the finals, the Forsan Graih team is on everyone's lips... but for the oddest of circumstances!"", 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2024-06-06', 'episode_number': 10, 'episode_type': 'standard', 'production_code': '', 'runtime': 34, 'season_number': 1, 'show_id': 252232, 'still_path': '/xYyMzKP4TiHIPBFQxlb7pFzARO5.jpg'}",Fursan Quraih,,[],10,1,['SA'],ar,فرسان قريح,"The Forsan Graih team is struggling, with no championships in sight! Abu Othman must revive the club's former glory and make it the talk of the town once again.",0.6316,/qRjMV2wQUX8i1Y9xl4woB47G0lH.jpg,"[{'id': 150718, 'logo_path': '/4RUaTuOrsLf0jnffH1JPmmYNWiY.png', 'name': 'shahid', 'origin_country': 'SA'}]","[{'iso_3166_1': 'SA', 'name': 'Saudi Arabia'}]","[{'air_date': '2024-05-09', 'episode_count': 10, 'id': 389256, 'name': 'Season 1', 'overview': '', 'poster_path': '/oB67bqUCxF8VUHum7x5tV1l3IHk.jpg', 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}]",Returning Series,تأسس عام ١٩٦٢,Miniseries,4.7,3
FALSE,,[],[],2025-05-30,"[{'id': 99, 'name': 'Documentary'}]",https://tv.cctv.com/2025/06/01/VIDAMbokX2KowXq3oucvrHaF250601.shtml,295669,FALSE,['zh'],2025-07-04,"{'id': 6367507, 'name': 'Episode 6', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2025-07-04', 'episode_number': 6, 'episode_type': 'standard', 'production_code': '', 'runtime': 30, 'season_number': 1, 'show_id': 295669, 'still_path': None}",国家工程师,,"[{'id': 3113, 'logo_path': '/hfdSaCsi2RwI2kt90ABcWhtikjZ.png', 'name': 'CCTV-10', 'origin_country': 'CN'}]",6,1,['CN'],zh,国家工程师,,0.075,/yB8AX9nprA3U0Cq6sezpUbE5awh.jpg,[],[],"[{'air_date': '2025-05-30', 'episode_count': 6, 'id': 464574, 'name': 'Season 1', 'overview': '', 'poster_path': '/yB8AX9nprA3U0Cq6sezpUbE5awh.jpg', 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Ended,,Documentary,0,0
FALSE,,[],[],2014-08-28,"[{'id': 10764, 'name': 'Reality'}]",,255663,FALSE,['de'],2014-10-23,"{'id': 5380091, 'name': 'Episode 5', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2014-10-23', 'episode_number': 5, 'episode_type': 'standard', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 255663, 'still_path': None}",Was wäre wenn?,,"[{'id': 207, 'logo_path': '/g5w1CvcMMBnxmXcsFUTLVBhH9Qp.png', 'name': 'RTL', 'origin_country': 'DE'}]",5,1,['DE'],de,Was wäre wenn?,,0.2513,,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]","[{'air_date': '2014-08-28', 'episode_count': 5, 'id': 396173, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Ended,,Reality,0,0
FALSE,/7zwKid6X9yt3swf8mo3pTBapBA.jpg,[],[45],2019-09-01,"[{'id': 99, 'name': 'Documentary'}, {'id': 80, 'name': 'Crime'}]",https://www.channelnewsasia.com/watch/big-boss-21st-century-criminal,126586,FALSE,['en'],2019-09-08,"{'id': 3302350, 'name': 'Well Played Gentlemen', 'overview': ""The chase is on to catch Southeast Asia’s biggest crime boss. This is the story of how the US and Southeast Asia's elite law enforcement agencies joined forces to take down The Big Boss and his global empire."", 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2019-09-08', 'episode_number': 2, 'episode_type': 'finale', 'production_code': '', 'runtime': 48, 'season_number': 1, 'show_id': 126586, 'still_path': '/pRMJfnPWBiN3wDzxeITid9TaxFV.jpg'}",The Big Boss: A 21st Century Criminal,,"[{'id': 3165, 'logo_path': '/vT3445Xsq2LGFwDF4mwHvtKnDv4.png', 'name': 'Channel News Asia', 'origin_country': 'SG'}]",2,1,['SG'],en,The Big Boss: A 21st Century Criminal,"From drug trafficking to gold smuggling to dealing in battlefield weapons, there was no criminal venture that Paul LeRoux would not embark on. We reveal for the first time how one man ran a criminal empire spanning the globe from his penthouse in the Philippines, and became the world’s most prolific, yet least known crime boss. For too long LeRoux was able to hide behind a cloak of computer encryption, protected by corrupt officials and an army of hired killers. We reveal the astonishing sting operation that brought elite law enforcement agencies from the USA and Southeast Asia together to take down the Big Boss.",0.1982,/wMM2HOofzsz09VDaqMjQzqqSAZY.jpg,"[{'id': 163176, 'logo_path': '/jOzQrMTbeN7qHBRct3VoDntnbxC.png', 'name': 'WhatsNext Productions', 'origin_country': 'GB'}, {'id': 156460, 'logo_path': '/ignvGaR3KuBqpVAyh2cDxqDQTVV.png', 'name': 'CNA', 'origin_country': 'SG'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'SG', 'name': 'Singapore'}]","[{'air_date': '2019-09-01', 'episode_count': 2, 'id': 197314, 'name': 'Season 1', 'overview': 'This docuseries chronicles Paul LeRoux’s rise to power as the digital-age mastermind behind criminal ventures from drug trafficking to assassinations.', 'poster_path': '/wMM2HOofzsz09VDaqMjQzqqSAZY.jpg', 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Ended,,Miniseries,6,1
FALSE,/mFLV7tZ7vyC9Jb4bUO4hBIihwLf.jpg,[],[],2004-01-01,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,198271,TRUE,[],2004-01-01,"{'id': 3680432, 'name': 'Episode 24', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2004-01-01', 'episode_number': 24, 'episode_type': 'finale', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 198271, 'still_path': None}",无限正义,,[],24,1,['CN'],zh,无限正义,,1.3073,/dlUVMSWMBYq4m4F2RU2dy8sK4Ui.jpg,[],[],"[{'air_date': '2004-01-01', 'episode_count': 24, 'id': 288880, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]",[],Returning Series,,Scripted,0,0
FALSE,,[],[30],2007-08-03,[],,30341,FALSE,[],2009-06-06,"{'id': 739578, 'name': 'Episode 5', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2009-06-06', 'episode_number': 5, 'episode_type': 'finale', 'production_code': '', 'runtime': 30, 'season_number': 3, 'show_id': 30341, 'still_path': None}",Inside American Jail,,[],24,3,['US'],en,Inside American Jail,,0.1032,,[],[],"[{'air_date': '2007-08-02', 'episode_count': 8, 'id': 41828, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}, {'air_date': '2008-04-29', 'episode_count': 11, 'id': 41829, 'name': 'Season 2', 'overview': '', 'poster_path': None, 'season_number': 2, 'vote_average': 0.0}, {'air_date': '2009-01-25', 'episode_count': 5, 'id': 41830, 'name': 'Season 3', 'overview': '', 'poster_path': None, 'season_number': 3, 'vote_average': 0.0}]",[],Ended,,Scripted,0,0
FALSE,/8z8dHflwfGfzfiq13G4uNminJ2p.jpg,[],[58],1986-10-08,"[{'id': 18, 'name': 'Drama'}]",,47772,FALSE,['en'],1986-10-29,"{'id': 1328288, 'name': 'Episode 4', 'overview': ""Her romantic world in tatters Mary turns for help to lonely,well-meaning Catholic priest Father Ferguson.She is not to know that Ruth,having given Vista Rose over to Nurse Hopkins,has installed herself as the priest's atheist house-keeper Molly who also introduces him to sex,convincing him that love does not exist so that the only comfort he gives Mary is cynical and carnal. One night a mysterious wind blows through the light-house.whirling Mary to her death. At her funeral her exact double turns up and later buys the light-house, for Ruth has spent thousands of ..."", 'vote_average': 0.0, 'vote_count': 0, 'air_date': '1986-10-29', 'episode_number': 4, 'episode_type': 'finale', 'production_code': '', 'runtime': 58, 'season_number': 1, 'show_id': 47772, 'still_path': '/3BaYZr5SKsHhxA5n8mirRdEinfk.jpg'}",The Life and Loves of a She-Devil,,"[{'id': 332, 'logo_path': '/7HVPn1p2w1nC5oRKBehXVHpss7e.png', 'name': 'BBC Two', 'origin_country': 'GB'}]",4,1,['GB'],en,The Life and Loves of a She-Devil,"Ruth has everything. A large, warty body, a standard house in the suburbs, two whiney children, a dog, a cat and a guinea pig. She also has Bobo, her unfaithful accountant husband who resents her very existence. Bobo wants, and is wanted by, Mary Fisher. Mary Fisher lives in a lighthouse by the sea and writes about love. When Bobo leaves Ruth for the novelist, she decides that Mary Fisher doesn't know the first thing about love. Ruth intends to teach her. ",0.628,/9523D1CscV6dxPRKR1j1u7AACtF.jpg,[],[],"[{'air_date': '1986-10-08', 'episode_count': 4, 'id': 63299, 'name': 'Season 1', 'overview': '', 'poster_path': '/wolXT8kXtLhMVBNxvmPDUm4HVw8.jpg', 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Ended,,Miniseries,6.8,8
FALSE,/wf2NevHqO3zRCTwLoquA1nBpJFf.jpg,"[{'id': 1158128, 'credit_id': '668b67c2db2ba1427c0090c3', 'name': 'Eisuke Naito', 'original_name': '内藤瑛亮', 'gender': 2, 'profile_path': '/caK8bKfmPIIIMhHIy5ZXg6gZluR.jpg'}, {'id': 2287877, 'credit_id': '668b67ca5c3d3285cdb1e3dd', 'name': 'Ninomiya Takashi', 'original_name': '二宮崇', 'gender': 2, 'profile_path': '/rmlViB4bFFOSqPQZ3f3oxHdZNKR.jpg'}, {'id': 138571, 'credit_id': '668b67b9fdd417bb7beae0a5', 'name': 'Okamoto Koichi', 'original_name': '岡本浩一', 'gender': 2, 'profile_path': None}]",[45],2024-07-07,"[{'id': 18, 'name': 'Drama'}]",https://www.ytv.co.jp/furitsumore/,256397,FALSE,['ja'],2024-09-08,"{'id': 5609811, 'name': 'Episode 10.5 And Then...', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2024-09-08', 'episode_number': 11, 'episode_type': 'standard', 'production_code': '', 'runtime': 28, 'season_number': 1, 'show_id': 256397, 'still_path': '/sveHWDxkvqeEcy4oT4AjXhiR2A5.jpg'}",A Suffocatingly Lonely Death,,"[{'id': 569, 'logo_path': '/cIMyE9cw1W4kMFGxmC17HKTnVz9.png', 'name': 'YTV', 'origin_country': 'JP'}]",11,1,['JP'],ja,降り積もれ孤独な死よ,"The suspense story begins when Jin Saeki, a policeman in Yamanashi Prefecture, arrives at a prominent estate residence in response to a tip, and finds the skeletal remains of 13 children, as well as a mysterious marking. Jūzō Haikawa, the long-missing owner of the estate, immediately becomes the prime suspect. Saeki collaborates with a woman named Kanon Hasumi, who has a connection to Haikawa, and together they search for the truth behind the case. In a parallel story set in Tokyo seven years after the case, a girl with a connection to the mark left on the Haikawa estate runs away from home.",6.0709,/kwinkblAwj9jn4h4vWpRZ6GOsDC.jpg,"[{'id': 6755, 'logo_path': '/bWiM2iY82B32NGmPCOFatgfekIR.png', 'name': 'Nippon Television Network Corporation', 'origin_country': 'JP'}, {'id': 11727, 'logo_path': '/cIMyE9cw1W4kMFGxmC17HKTnVz9.png', 'name': 'Yomiuri Telecasting Corporation', 'origin_country': 'JP'}, {'id': 106138, 'logo_path': '/1pKCqm0yLwZWQMHvk8JSgz50uUu.png', 'name': 'FINE Entertainment', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]","[{'air_date': '2024-07-07', 'episode_count': 11, 'id': 397503, 'name': 'Season 1', 'overview': '', 'poster_path': '/jpDPc9b1mtHxyCIyqMJt4FltSk6.jpg', 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Ended,,Scripted,8.9,8
FALSE,,[],[],,[],,20083,FALSE,[],,,Gumbasia,,[],0,0,[],en,Gumbasia,"Gumbasia, a 3 minute 10 second short film produced in 1953 and released on September 2, 1955, was the first clay animation produced by Art Clokey, who went on to create the classic series, Gumby and Davey and Goliath, using the same technique.

Clokey created Gumbasia while studying at the University of Southern California under the direction of Slavko Vorkapić. The film was a surreal short of pulsating shapes and lumps of clay set to music in a parody of Walt Disney's Fantasia. Gumbasia was created in a style Vorkapić taught called Kinesthetic Film Principles. Described as ""massaging of the eye cells"" this technique, based on camera movements and stop-motion editing, is responsible for much of the look and feel later seen in Gumby films. When Clokey showed Gumbasia to film producer Sam Engel in 1955, Engel decided to fund a 15-minute short film that became the first Gumby episode—Gumby Goes to the Moon.",0.0071,,[],[],[],[],Ended,,Scripted,0,0
FALSE,/qArchZj808F9S6t9vbcZ0Wtsn12.jpg,[],[60],2019-01-29,"[{'id': 18, 'name': 'Drama'}]",https://www.caracoltv.com/el-bronx,86346,TRUE,['es'],2019-05-22,"{'id': 2498910, 'name': 'Episode 82', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2019-05-22', 'episode_number': 82, 'episode_type': 'finale', 'production_code': '', 'runtime': 60, 'season_number': 1, 'show_id': 86346, 'still_path': None}",El Bronx,,"[{'id': 500, 'logo_path': '/6lbu3Xq8ZsTMrS0AnPfMtPhjxQk.png', 'name': 'Caracol TV', 'origin_country': 'CO'}]",82,1,['CO'],es,El Bronx,,1.22,/2VSKvnL3aZPghHQOOg1v3owsr8d.jpg,"[{'id': 6980, 'logo_path': '/vl8ZrvkRz9j0U67hGVyIyLK3GjM.png', 'name': 'Fox Telecolombia', 'origin_country': 'CO'}]","[{'iso_3166_1': 'CO', 'name': 'Colombia'}]","[{'air_date': '2019-01-29', 'episode_count': 82, 'id': 117893, 'name': 'Season 1', 'overview': '', 'poster_path': '/2VSKvnL3aZPghHQOOg1v3owsr8d.jpg', 'season_number': 1, 'vote_average': 10.0}]","[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Returning Series,,Scripted,7.6,188
FALSE,/nEU2i6ux4BvU6kob9nLzf2sZPsl.jpg,[],[60],2008-04-15,"[{'id': 99, 'name': 'Documentary'}]",https://www.bbc.co.uk/programmes/b00b0hz0,24553,FALSE,['en'],2008-05-06,"{'id': 643254, 'name': 'War On The West', 'overview': ""Peter Taylor's history of modern terrorism concludes by exploring the lead up to 9/11 with the 1998 US embassy bombings in Africa."", 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2008-05-06', 'episode_number': 4, 'episode_type': 'finale', 'production_code': '', 'runtime': 60, 'season_number': 1, 'show_id': 24553, 'still_path': None}",The Age Of Terror,,"[{'id': 4, 'logo_path': '/uJjcCg3O4DMEjM0xtno9OWFciRP.png', 'name': 'BBC One', 'origin_country': 'GB'}, {'id': 332, 'logo_path': '/7HVPn1p2w1nC5oRKBehXVHpss7e.png', 'name': 'BBC Two', 'origin_country': 'GB'}]",4,1,['GB'],en,The Age Of Terror,Peter Taylor explores the impact and legacy of four major acts of terror from the last 30 years,0.0671,/oX6XEONqHuBy6BrSwSNuAQtwWN4.jpg,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","[{'air_date': '2008-04-15', 'episode_count': 4, 'id': 34730, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Ended,,Documentary,10,1
FALSE,,[],[],2019-03-20,"[{'id': 16, 'name': 'Animation'}]",,291057,FALSE,[],2019-06-19,"{'id': 6222841, 'name': 'Episode 14', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2019-06-19', 'episode_number': 14, 'episode_type': 'finale', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 291057, 'still_path': None}",时之歌—暮日醒觉诗 谍影篇,,"[{'id': 1605, 'logo_path': '/mtmMg3PD4YGfrlmqpEiO6NL2ch9.png', 'name': 'bilibili', 'origin_country': 'CN'}]",14,1,['CN'],zh,时之歌—暮日醒觉诗 谍影篇,,1.7422,/9TEzN0TKIqwOhsVKd0GSY1y4aF6.jpg,"[{'id': 123270, 'logo_path': '/4KxfGr13VXMr44og11hzpdwfQDQ.png', 'name': 'bilibili', 'origin_country': 'CN'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]","[{'air_date': '2019-03-20', 'episode_count': 14, 'id': 455648, 'name': 'Season 1', 'overview': '', 'poster_path': '/7NeNV6zzVPqh7CGmWH255y4ACNG.jpg', 'season_number': 1, 'vote_average': 0.0}]",[],Ended,,Scripted,0,0
FALSE,,[],[],2006-03-09,"[{'id': 99, 'name': 'Documentary'}]",,274053,FALSE,['de'],2020-12-07,"{'id': 5668909, 'name': 'Episode 3', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2020-12-07', 'episode_number': 3, 'episode_type': 'standard', 'production_code': '', 'runtime': None, 'season_number': 15, 'show_id': 274053, 'still_path': None}",Herrliches Hessen,,"[{'id': 1033, 'logo_path': '/rOebGShjIWMSBYOihHDSVdV3q5a.png', 'name': 'hr-fernsehen', 'origin_country': 'DE'}]",137,15,['DE'],de,Herrliches Hessen,,0.0453,,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]","[{'air_date': '2006-03-09', 'episode_count': 20, 'id': 422912, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}, {'air_date': '2007-01-18', 'episode_count': 19, 'id': 422913, 'name': 'Season 2', 'overview': '', 'poster_path': None, 'season_number': 2, 'vote_average': 0.0}, {'air_date': '2008-05-08', 'episode_count': 8, 'id': 422914, 'name': 'Season 3', 'overview': '', 'poster_path': None, 'season_number': 3, 'vote_average': 0.0}, {'air_date': '2009-06-15', 'episode_count': 8, 'id': 422915, 'name': 'Season 4', 'overview': '', 'poster_path': None, 'season_number': 4, 'vote_average': 0.0}, {'air_date': '2010-08-23', 'episode_count': 7, 'id': 422916, 'name': 'Season 5', 'overview': '', 'poster_path': None, 'season_number': 5, 'vote_average': 0.0}, {'air_date': '2011-02-14', 'episode_count': 10, 'id': 422917, 'name': 'Season 6', 'overview': '', 'poster_path': None, 'season_number': 6, 'vote_average': 0.0}, {'air_date': '2012-03-26', 'episode_count': 11, 'id': 422918, 'name': 'Season 7', 'overview': '', 'poster_path': None, 'season_number': 7, 'vote_average': 0.0}, {'air_date': '2013-10-14', 'episode_count': 4, 'id': 422919, 'name': 'Season 8', 'overview': '', 'poster_path': None, 'season_number': 8, 'vote_average': 0.0}, {'air_date': '2014-08-04', 'episode_count': 8, 'id': 422920, 'name': 'Season 9', 'overview': '', 'poster_path': None, 'season_number': 9, 'vote_average': 0.0}, {'air_date': '2015-06-01', 'episode_count': 8, 'id': 422921, 'name': 'Season 10', 'overview': '', 'poster_path': None, 'season_number': 10, 'vote_average': 0.0}, {'air_date': '2016-09-05', 'episode_count': 8, 'id': 422922, 'name': 'Season 11', 'overview': '', 'poster_path': None, 'season_number': 11, 'vote_average': 0.0}, {'air_date': '2017-10-02', 'episode_count': 9, 'id': 422923, 'name': 'Season 12', 'overview': '', 'poster_path': None, 'season_number': 12, 'vote_average': 0.0}, {'air_date': '2018-06-04', 'episode_count': 7, 'id': 422924, 'name': 'Season 13', 'overview': '', 'poster_path': None, 'season_number': 13, 'vote_average': 0.0}, {'air_date': '2019-06-03', 'episode_count': 7, 'id': 422925, 'name': 'Season 14', 'overview': '', 'poster_path': None, 'season_number': 14, 'vote_average': 0.0}, {'air_date': '2020-11-23', 'episode_count': 3, 'id': 422926, 'name': 'Season 15', 'overview': '', 'poster_path': None, 'season_number': 15, 'vote_average': 0.0}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Canceled,,Documentary,0,0
FALSE,,[],[],2019-05-24,[],,254792,TRUE,[],2019-05-25,"{'id': 5355609, 'name': 'Episode 4', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2019-05-25', 'episode_number': 4, 'episode_type': 'standard', 'production_code': '', 'runtime': 50, 'season_number': 1, 'show_id': 254792, 'still_path': None}",Hugo Portisch – Die Geburt Europas,,"[{'id': 1795, 'logo_path': '/alCTY3pXKHFPoPLgMaJrFirkhsu.png', 'name': 'ORF III', 'origin_country': 'AT'}]",4,1,['DE'],de,Hugo Portisch – Die Geburt Europas,,0.0869,,[],[],"[{'air_date': '2019-05-24', 'episode_count': 4, 'id': 394375, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]",[],Returning Series,,Scripted,0,0
FALSE,,"[{'id': 1130672, 'credit_id': '63723891798e0600914fa2ac', 'name': 'Velimir Rusakov', 'original_name': 'Велимир Русаков', 'gender': 2, 'profile_path': None}, {'id': 3753920, 'credit_id': '6372389a6bdec3007a437fb7', 'name': 'Vladimir Bolgov', 'original_name': 'Владимир Болгов', 'gender': 2, 'profile_path': '/10lAT8iXgItESOd3OapGW2Fqlm0.jpg'}]",[30],2020-11-27,"[{'id': 35, 'name': 'Comedy'}]",,214434,TRUE,['ru'],2020-12-25,"{'id': 4053728, 'name': '5', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2020-12-25', 'episode_number': 5, 'episode_type': 'finale', 'production_code': '', 'runtime': 37, 'season_number': 1, 'show_id': 214434, 'still_path': None}",Zakon i Besporyadok,,[],5,1,['RU'],ru,Закон и беспорядок,"The events of the series unfold in the quiet town of Lytk Angeles, Massachusetts. Every gang has its rightful place here. Colombians smoke plantain, the Irish sip beer, and the Chinese eat noodles. But one day, evil Russian communists descend on Lytk-Angeles and bring sugar with them. They seize control of the production of nesting dolls (a traditional Yugoslav business) and plant the whole city on white powder.",1.4355,,"[{'id': 5630, 'logo_path': '/s0mHCw53fp6EAapR7g0dwYbz0l5.png', 'name': 'Non-Stop Productions', 'origin_country': 'RU'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]","[{'air_date': '2020-11-27', 'episode_count': 5, 'id': 316341, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Returning Series,,Scripted,0,0
FALSE,/b5ieqj3I9NuIRBhRiQeO99WgTry.jpg,[],[],,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10762, 'name': 'Kids'}]",,296540,TRUE,['en'],,,Pokémon Tales: The Misadventures of Sirfetch'd & Pichu,,[],1,1,"['GB', 'US']",en,Pokémon Tales: The Misadventures of Sirfetch'd & Pichu,"Sirfetch’d and Pichu are front and centre as the heroes of the show, which is set in a region Trainers have explored before—one that is very close to Aardman’s heart. The series will offer a unique look at the Pokémon world, told from the perspective of Pokémon, with the signature Aardman sense of character, comedy and craft.",0.2269,/oVHxzjVx2YBY2qYiPqKXlPhL76s.jpg,"[{'id': 297, 'logo_path': '/8ixoR3cvroUqNDLjaX6AZmJIdRY.png', 'name': 'Aardman', 'origin_country': 'GB'}, {'id': 161390, 'logo_path': '/bYuvc3mREL38gAD5qTT14Q5Pgg1.png', 'name': 'The Pokémon Company International', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'air_date': None, 'episode_count': 1, 'id': 466438, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",In Production,,Scripted,0,0
